n_chunks, chunks_size, qos, sync, size, ns
3,2048,1,0,Medium,9209189
3,2048,1,0,Medium,21628061
3,2048,1,0,Medium,29595667
3,2048,1,0,Medium,37423718
3,2048,1,0,Medium,51464283
3,2048,1,0,Medium,58435377
3,2048,1,0,Large,16101435
3,2048,1,0,Large,29645557
3,2048,1,0,Large,55733882
3,2048,1,0,Large,74510822
3,2048,1,0,Large,97059466
3,2048,1,0,Large,111513760
3,2048,1,0,Huge,25453950
3,2048,1,0,Huge,48832639
3,2048,1,0,Huge,80844717
3,2048,1,0,Huge,101542927
3,2048,1,0,Huge,121941595
3,2048,1,0,Huge,142185371
3,4096,1,1,Tiny,766707
3,4096,1,1,Tiny,689903
3,4096,1,1,Tiny,607240
3,4096,1,1,Tiny,513593
3,4096,1,1,Tiny,509149
3,4096,1,1,Small,1939183
3,4096,1,1,Small,2000849
3,4096,1,1,Small,2034701
3,4096,1,1,Small,2016008
3,4096,1,1,Small,2033323
3,4096,1,1,Medium,6606575
3,4096,1,1,Medium,4123811
3,4096,1,1,Medium,3173633
3,4096,1,1,Medium,3302239
3,4096,1,1,Medium,3411488
3,4096,1,1,Large,6309556
3,4096,1,1,Large,6169431
3,4096,1,1,Large,6341288
3,4096,1,1,Large,6052146
3,4096,1,1,Large,6340714
3,4096,1,1,Huge,10724953
3,4096,1,1,Huge,12024439
3,4096,1,1,Huge,11953103
3,4096,1,1,Huge,12505095
3,4096,1,1,Huge,16859411
3,4096,1,0,Tiny,874928
3,4096,1,0,Tiny,1201417
3,4096,1,0,Tiny,1779818
3,4096,1,0,Tiny,2235822
3,4096,1,0,Tiny,2662841
3,4096,1,0,Tiny,2956939
3,4096,1,0,Small,1876061
3,4096,1,0,Small,3434861
3,4096,1,0,Small,5168637
3,4096,1,0,Small,8418470
3,4096,1,0,Small,10062091
3,4096,1,0,Small,11633059
3,4096,1,0,Medium,3600157
3,4096,1,0,Medium,7246373
3,4096,1,0,Medium,12584964
3,4096,1,0,Medium,16298616
3,4096,1,0,Medium,21079045
3,4096,1,0,Medium,24494243
3,4096,1,0,Large,7615128
3,4096,1,0,Large,19495392
3,4096,1,0,Large,26399846
3,4096,1,0,Large,42192790
3,4096,1,0,Large,48801179
3,4096,1,0,Large,55256316
3,4096,1,0,Huge,11919095
3,4096,1,0,Huge,24008983
3,4096,1,0,Huge,35248122
3,4096,1,0,Huge,46551881
3,4096,1,0,Huge,56957892
3,8192,1,1,Tiny,584614
3,8192,1,1,Tiny,396019
3,8192,1,1,Tiny,402439
3,8192,1,1,Tiny,368783
3,8192,1,1,Tiny,472291
3,8192,1,1,Small,1177990
3,8192,1,1,Small,1160929
3,8192,1,1,Small,1211667
3,8192,1,1,Small,1130945
3,8192,1,1,Small,1074140
3,8192,1,1,Medium,2315068
3,8192,1,1,Medium,1824011
3,8192,1,1,Medium,1931059
3,8192,1,1,Medium,1870355
3,8192,1,1,Medium,1942237
3,8192,1,1,Large,3572214
3,8192,1,1,Large,3476076
3,8192,1,1,Large,3662881
3,8192,1,1,Large,3382000
3,8192,1,1,Large,3943327
3,8192,1,1,Huge,6268695
3,8192,1,1,Huge,6325956
3,8192,1,1,Huge,6371619
3,8192,1,1,Huge,6517295
3,8192,1,1,Huge,7083996
3,8192,1,0,Tiny,559473
3,8192,1,0,Tiny,1011744
3,8192,1,0,Tiny,1436564
3,8192,1,0,Tiny,1722584
3,8192,1,0,Tiny,2446076
3,8192,1,0,Tiny,2719285
3,8192,1,0,Small,1365534
3,8192,1,0,Small,2619036
3,8192,1,0,Small,14584957
3,8192,1,0,Small,15945925
3,8192,1,0,Small,17383765
3,8192,1,0,Small,18300499
3,8192,1,0,Medium,3078953
3,8192,1,0,Medium,6273611
3,8192,1,0,Medium,8766222
3,8192,1,0,Medium,11940048
3,8192,1,0,Medium,13220807
3,8192,1,0,Medium,16925986
3,8192,1,0,Large,5963678
3,8192,1,0,Large,10305024
3,8192,1,0,Large,15361232
3,8192,1,0,Large,19419827
3,8192,1,0,Large,27437337
3,8192,1,0,Large,23217568
3,8192,1,0,Huge,8049850
3,8192,1,0,Huge,14699651
3,8192,1,0,Huge,22200910
3,8192,1,0,Huge,28797440
3,8192,1,0,Huge,36632210
5,64,1,1,Tiny,10638750
5,64,1,1,Tiny,8477762
5,64,1,1,Tiny,8039291
5,64,1,1,Tiny,8246023
5,64,1,1,Tiny,7985591
5,64,1,1,Small,68058574
5,64,1,1,Small,55604381
5,64,1,1,Small,55628746
5,64,1,1,Small,55454991
5,64,1,1,Small,61001990
5,64,1,1,Medium,126108893
5,64,1,1,Medium,131077195
5,64,1,1,Medium,126729686
5,64,1,1,Medium,135463264
5,64,1,1,Medium,124436696
5,64,1,1,Large,243193819
5,64,1,1,Large,263339261
5,64,1,1,Large,280693542
5,64,1,1,Large,261917154
5,64,1,1,Large,258965111
5,64,1,1,Huge,491430616
5,64,1,1,Huge,510517990
5,64,1,1,Huge,525412942
5,64,1,1,Huge,511016428
5,64,1,1,Huge,494395427
5,64,1,0,Tiny,9801289
5,64,1,0,Tiny,18756582
5,64,1,0,Tiny,27545380
5,64,1,0,Tiny,36278207
5,64,1,0,Tiny,52718935
5,64,1,0,Tiny,60008982
5,64,1,0,Small,96325908
5,64,1,0,Small,192528472
5,64,1,0,Small,284591807
5,64,1,0,Small,358537071
5,64,1,0,Small,416620921
5,64,1,0,Medium,498334403
5,64,1,0,Medium,230795719
5,64,1,0,Medium,449254979
5,64,1,0,Medium,610259963
5,64,1,0,Medium,749875020
5,64,1,0,Medium,891791934
5,64,1,0,Medium,1058400321
5,64,1,0,Large,292370610
5,64,1,0,Large,582428926
5,64,1,0,Large,869653398
5,64,1,0,Large,1131287115
5,64,1,0,Large,1464741723
5,64,1,0,Huge,1728304693
5,64,1,0,Huge,799904014
5,64,1,0,Huge,1322237011
5,64,1,0,Huge,1837414708
5,64,1,0,Huge,2322472166
5,64,1,0,Huge,2861419106
5,64,1,0,Huge,3395615603
5,128,1,1,Tiny,7114817
5,128,1,1,Tiny,6603685
5,128,1,1,Tiny,6752884
5,128,1,1,Tiny,6641577
5,128,1,1,Tiny,6573774
5,128,1,1,Small,29599582
5,128,1,1,Small,28592971
5,128,1,1,Small,27466907
5,128,1,1,Small,26541441
5,128,1,1,Small,30295492
5,128,1,1,Medium,91033227
5,128,1,1,Medium,78878098
5,128,1,1,Medium,67632601
5,128,1,1,Medium,69034027
5,128,1,1,Medium,68594112
5,128,1,1,Large,135448497
5,128,1,1,Large,175053896
5,128,1,1,Large,139521928
5,128,1,1,Large,134960588
5,128,1,1,Large,123216051
5,128,1,1,Huge,222963395
5,128,1,1,Huge,234403729
5,128,1,1,Huge,242696234
5,128,1,1,Huge,247540220
5,128,1,1,Huge,241907291
5,128,1,0,Tiny,4799953
5,128,1,0,Tiny,9194681
5,128,1,0,Tiny,13564784
5,128,1,0,Tiny,17781043
5,128,1,0,Tiny,22091293
5,128,1,0,Tiny,25270064
5,128,1,0,Small,27480957
5,128,1,0,Small,54574176
5,128,1,0,Small,89030208
5,128,1,0,Small,117522012
5,128,1,0,Small,147085204
5,128,1,0,Small,176127703
5,128,1,0,Medium,66485447
5,128,1,0,Medium,132244900
5,128,1,0,Medium,205893792
5,128,1,0,Medium,274130796
5,128,1,0,Medium,339367246
5,128,1,0,Large,406412612
5,128,1,0,Large,194188718
5,128,1,0,Large,323973500
5,128,1,0,Large,502582591
5,128,1,0,Large,627626899
5,128,1,0,Large,759299556
5,128,1,0,Large,896173071
5,128,1,0,Huge,234568647
5,128,1,0,Huge,479817197
5,128,1,0,Huge,775786466
5,128,1,0,Huge,1027710647
5,128,1,0,Huge,1332872415
5,256,1,1,Tiny,7962132
5,256,1,1,Tiny,2684989
5,256,1,1,Tiny,2808893
5,256,1,1,Tiny,2770844
5,256,1,1,Tiny,2657979
5,256,1,1,Small,15734770
5,256,1,1,Small,14657663
5,256,1,1,Small,14728605
5,256,1,1,Small,15149909
5,256,1,1,Small,15081568
5,256,1,1,Medium,35965224
5,256,1,1,Medium,33962140
5,256,1,1,Medium,38949309
5,256,1,1,Medium,34600054
5,256,1,1,Medium,34181734
5,256,1,1,Large,67131016
5,256,1,1,Large,75409727
5,256,1,1,Large,67422098
5,256,1,1,Large,67143290
5,256,1,1,Large,69014071
5,256,1,1,Huge,131280719
5,256,1,1,Huge,130268974
5,256,1,1,Huge,130698918
5,256,1,1,Huge,122412369
5,256,1,1,Huge,133018158
5,256,1,0,Tiny,3016408
5,256,1,0,Tiny,5584126
5,256,1,0,Tiny,7896199
5,256,1,0,Tiny,13186529
5,256,1,0,Tiny,15706065
5,256,1,0,Small,19029898
5,256,1,0,Small,17854522
5,256,1,0,Small,32849364
5,256,1,0,Small,69757861
5,256,1,0,Small,115663073
5,256,1,0,Small,131254422
5,256,1,0,Medium,146452542
5,256,1,0,Medium,47240530
5,256,1,0,Medium,81494664
5,256,1,0,Medium,162371290
5,256,1,0,Medium,209743203
5,256,1,0,Medium,251312337
5,256,1,0,Medium,286714200
5,256,1,0,Large,67454490
5,256,1,0,Large,162723283
5,256,1,0,Large,231645179
5,256,1,0,Large,313673522
5,256,1,0,Large,404169007
5,256,1,0,Huge,480166175
5,256,1,0,Huge,198394677
5,256,1,0,Huge,354432221
5,256,1,0,Huge,489169835
5,256,1,0,Huge,612722123
5,256,1,0,Huge,747991545
5,256,1,0,Huge,908656124
5,512,1,1,Tiny,2117731
5,512,1,1,Tiny,1842530
5,512,1,1,Tiny,1906486
5,512,1,1,Tiny,2031899
5,512,1,1,Tiny,2035811
5,512,1,1,Small,12351063
5,512,1,1,Small,8778361
5,512,1,1,Small,8767196
5,512,1,1,Small,8768988
5,512,1,1,Small,8732362
5,512,1,1,Medium,28256919
5,512,1,1,Medium,21181972
5,512,1,1,Medium,19697523
5,512,1,1,Medium,19627300
5,512,1,1,Medium,19402992
5,512,1,1,Large,43748598
5,512,1,1,Large,38195161
5,512,1,1,Large,37756586
5,512,1,1,Large,38712610
5,512,1,1,Large,38657199
5,512,1,1,Huge,74442966
5,512,1,1,Huge,70278587
5,512,1,1,Huge,68851634
5,512,1,1,Huge,72850201
5,512,1,1,Huge,68399303
5,512,1,0,Tiny,1857225
5,512,1,0,Tiny,3856358
5,512,1,0,Tiny,5608058
5,512,1,0,Tiny,7367780
5,512,1,0,Tiny,11350216
5,512,1,0,Small,14584675
5,512,1,0,Small,14996483
5,512,1,0,Small,27685357
5,512,1,0,Small,39960003
5,512,1,0,Small,52598844
5,512,1,0,Small,61053715
5,512,1,0,Small,74566855
5,512,1,0,Medium,18036176
5,512,1,0,Medium,36165161
5,512,1,0,Medium,54150117
5,512,1,0,Medium,103586533
5,512,1,0,Medium,121284753
5,512,1,0,Medium,139375152
5,512,1,0,Large,35541759
5,512,1,0,Large,76087611
5,512,1,0,Large,113832550
5,512,1,0,Large,202501260
5,512,1,0,Large,235899178
5,512,1,0,Large,290477115
5,512,1,0,Huge,75600311
5,512,1,0,Huge,145024295
5,512,1,0,Huge,214971333
5,512,1,0,Huge,288326228
5,512,1,0,Huge,360606971
5,512,1,0,Huge,432427339
5,1024,1,1,Tiny,1443930
5,1024,1,1,Tiny,1005129
5,1024,1,1,Tiny,935030
5,1024,1,1,Tiny,1018746
5,1024,1,1,Tiny,1053101
5,1024,1,1,Small,5211555
5,1024,1,1,Small,4812581
5,1024,1,1,Small,4716972
5,1024,1,1,Small,4945418
5,1024,1,1,Small,4898150
5,1024,1,1,Medium,10452321
5,1024,1,1,Medium,10423785
5,1024,1,1,Medium,10222533
5,1024,1,1,Medium,10215102
5,1024,1,1,Medium,11889145
5,1024,1,1,Large,31496841
5,1024,1,1,Large,20099781
5,1024,1,1,Large,19584160
5,1024,1,1,Large,20406214
5,1024,1,1,Large,19739485
5,1024,1,1,Huge,36218265
5,1024,1,1,Huge,34919742
5,1024,1,1,Huge,35437296
5,1024,1,1,Huge,34474110
5,1024,1,1,Huge,34289459
5,1024,1,0,Tiny,1184418
5,1024,1,0,Tiny,2404167
5,1024,1,0,Tiny,4303153
5,1024,1,0,Tiny,5838155
5,1024,1,0,Tiny,6515125
5,1024,1,0,Tiny,10574386
5,1024,1,0,Small,6162505
5,1024,1,0,Small,10896796
5,1024,1,0,Small,17911867
5,1024,1,0,Small,22440560
5,1024,1,0,Small,26816691
5,1024,1,0,Small,31272805
5,1024,1,0,Medium,13826782
5,1024,1,0,Medium,23470312
5,1024,1,0,Medium,33020715
5,1024,1,0,Medium,42353752
5,1024,1,0,Medium,51827074
5,1024,1,0,Medium,64597328
5,1024,1,0,Large,19498446
5,1024,1,0,Large,37704239
5,1024,1,0,Large,56095108
5,1024,1,0,Large,74286553
5,1024,1,0,Large,92779061
5,1024,1,0,Large,112743281
5,1024,1,0,Huge,34654678
5,1024,1,0,Huge,68578967
5,1024,1,0,Huge,103051688
5,1024,1,0,Huge,137619370
5,1024,1,0,Huge,172047942
5,2048,1,1,Tiny,1093519
5,2048,1,1,Tiny,1116828
5,2048,1,1,Tiny,1027138
5,2048,1,1,Tiny,1029981
5,2048,1,1,Tiny,1157787
5,2048,1,1,Small,4101605
5,2048,1,1,Small,4047867
5,2048,1,1,Small,6489439
5,2048,1,1,Small,4047713
5,2048,1,1,Small,5701102
5,2048,1,1,Medium,9567341
5,2048,1,1,Medium,7415970
5,2048,1,1,Medium,10337910
5,2048,1,1,Medium,7608268
5,2048,1,1,Medium,7686129
5,2048,1,1,Large,14225475
5,2048,1,1,Large,14322130
5,2048,1,1,Large,14568739
5,2048,1,1,Large,17886572
5,2048,1,1,Large,18418220
5,2048,1,1,Huge,34709634
5,2048,1,1,Huge,26719378
5,2048,1,1,Huge,33281413
5,2048,1,1,Huge,35436371
5,2048,1,1,Huge,27703677
5,2048,1,0,Tiny,1182474
5,2048,1,0,Tiny,2095558
5,2048,1,0,Tiny,3304001
5,2048,1,0,Tiny,4453154
5,2048,1,0,Tiny,5416599
5,2048,1,0,Small,7394774
5,2048,1,0,Small,6317707
5,2048,1,0,Small,9446756
5,2048,1,0,Small,12328465
5,2048,1,0,Small,15450292
5,2048,1,0,Small,20648346
5,2048,1,0,Small,23686437
5,2048,1,0,Medium,7812299
5,2048,1,0,Medium,13910498
5,2048,1,0,Medium,20008054
5,2048,1,0,Medium,26339490
5,2048,1,0,Medium,32385678
5,2048,1,0,Medium,38886072
5,2048,1,0,Large,13278551
5,2048,1,0,Large,31665123
5,2048,1,0,Large,45370024
5,2048,1,0,Large,66359814
5,2048,1,0,Large,81408659
5,2048,1,0,Huge,106101754
5,2048,1,0,Huge,62896331
5,2048,1,0,Huge,92503331
5,2048,1,0,Huge,118222060
5,2048,1,0,Huge,140926768
5,2048,1,0,Huge,161320868
5,2048,1,0,Huge,182178718
5,4096,1,1,Tiny,833556
5,4096,1,1,Tiny,892246
5,4096,1,1,Tiny,787055
5,4096,1,1,Tiny,823334
5,4096,1,1,Tiny,720038
5,4096,1,1,Small,2773823
5,4096,1,1,Small,2704360
5,4096,1,1,Small,2809053
5,4096,1,1,Small,2760636
5,4096,1,1,Small,2763156
5,4096,1,1,Medium,5740925
5,4096,1,1,Medium,5022532
5,4096,1,1,Medium,4880747
5,4096,1,1,Medium,4805671
5,4096,1,1,Medium,4900511
5,4096,1,1,Large,9038995
5,4096,1,1,Large,9236521
5,4096,1,1,Large,9181682
5,4096,1,1,Large,10670789
5,4096,1,1,Large,21650202
5,4096,1,1,Huge,16574214
5,4096,1,1,Huge,17405249
5,4096,1,1,Huge,17220598
5,4096,1,1,Huge,17113702
5,4096,1,1,Huge,17537677
5,4096,1,0,Tiny,990287
5,4096,1,0,Tiny,1690341
5,4096,1,0,Tiny,2287677
5,4096,1,0,Tiny,2834584
5,4096,1,0,Tiny,3318993
5,4096,1,0,Small,3452817
5,4096,1,0,Small,2087004
5,4096,1,0,Small,3727729
5,4096,1,0,Small,7131613
5,4096,1,0,Small,8820581
5,4096,1,0,Small,10518195
5,4096,1,0,Small,12278803
5,4096,1,0,Medium,3991847
5,4096,1,0,Medium,7846784
5,4096,1,0,Medium,11942655
5,4096,1,0,Medium,18045640
5,4096,1,0,Medium,21039849
5,4096,1,0,Medium,24762097
5,4096,1,0,Large,7889765
5,4096,1,0,Large,14985672
5,4096,1,0,Large,21982431
5,4096,1,0,Large,29325068
5,4096,1,0,Large,36266975
5,4096,1,0,Huge,44225873
5,4096,1,0,Huge,19688294
5,4096,1,0,Huge,33555550
5,4096,1,0,Huge,46942709
5,4096,1,0,Huge,59582492
5,4096,1,0,Huge,75958600
5,4096,1,0,Huge,87725833
1,32,0,1,Tiny,49139854
1,32,0,1,Tiny,17781421
1,32,0,1,Tiny,15768876
1,32,0,1,Tiny,16127301
1,32,0,1,Tiny,15960733
1,32,0,1,Small,113454462
1,32,0,1,Small,110060250
1,32,0,1,Small,147782549
1,32,0,1,Small,127668694
1,32,0,1,Small,123661862
1,32,0,1,Medium,309642632
1,32,0,1,Medium,272003311
1,32,0,1,Medium,262504605
1,32,0,1,Medium,253556758
1,32,0,1,Medium,253292026
1,32,0,1,Large,510622438
1,32,0,1,Large,544353022
1,32,0,1,Large,506735630
1,32,0,1,Large,536720143
1,32,0,1,Large,522322879
1,32,0,1,Huge,982802208
1,32,0,1,Huge,1282794995
1,32,0,1,Huge,1143237574
1,32,0,1,Huge,995545086
1,32,0,1,Huge,1005228012
1,32,0,0,Tiny,19224191
1,32,0,0,Tiny,36579254
1,32,0,0,Tiny,55516694
1,32,0,0,Tiny,72227606
1,32,0,0,Tiny,88822436
1,32,0,0,Tiny,101618004
1,32,0,0,Small,117087886
1,32,0,0,Small,240880533
1,32,0,0,Small,364838254
1,32,0,0,Small,495865250
1,32,0,0,Small,629286793
1,32,0,0,Small,756033609
1,32,0,0,Medium,294598047
1,32,0,0,Medium,572140004
1,32,0,0,Medium,842238919
1,32,0,0,Medium,1121103502
1,32,0,0,Medium,1408219478
1,32,0,0,Medium,1681768436
1,32,0,0,Large,579493405
1,32,0,0,Large,1102194476
1,32,0,0,Large,1711426161
1,32,0,0,Large,2236407875
1,32,0,0,Large,2885676575
1,32,0,0,Large,3462784737
1,32,0,0,Huge,1064742016
1,32,0,0,Huge,2081244568
1,32,0,0,Huge,3221596341
1,32,0,0,Huge,4264519503
1,32,0,0,Huge,5314491002
1,64,0,1,Tiny,10486172
1,64,0,1,Tiny,9012404
1,64,0,1,Tiny,9037726
1,64,0,1,Tiny,8780720
1,64,0,1,Tiny,8672486
1,64,0,1,Small,65424990
1,64,0,1,Small,62602201
1,64,0,1,Small,62722141
1,64,0,1,Small,126869011
1,64,0,1,Small,56449688
1,64,0,1,Medium,143907585
1,64,0,1,Medium,142033201
1,64,0,1,Medium,144097851
1,64,0,1,Medium,152000477
1,64,0,1,Medium,128763399
1,64,0,1,Large,254854115
1,64,0,1,Large,264159666
1,64,0,1,Large,257203498
1,64,0,1,Large,306986557
1,64,0,1,Large,291612786
1,64,0,1,Huge,518557783
1,64,0,1,Huge,463810798
1,64,0,1,Huge,543885676
1,64,0,1,Huge,507523861
1,64,0,1,Huge,486441800
1,64,0,0,Tiny,9283469
1,64,0,0,Tiny,18057679
1,64,0,0,Tiny,29750614
1,64,0,0,Tiny,44485642
1,64,0,0,Tiny,53457940
1,64,0,0,Tiny,65600168
1,64,0,0,Small,73167586
1,64,0,0,Small,131811553
1,64,0,0,Small,197855375
1,64,0,0,Small,272504417
1,64,0,0,Small,337713334
1,64,0,0,Medium,408770147
1,64,0,0,Medium,212499412
1,64,0,0,Medium,359933631
1,64,0,0,Medium,507631389
1,64,0,0,Medium,639035313
1,64,0,0,Medium,769294444
1,64,0,0,Medium,923810739
1,64,0,0,Large,325661348
1,64,0,0,Large,646819346
1,64,0,0,Large,939539220
1,64,0,0,Large,1210909808
1,64,0,0,Large,1489021703
1,64,0,0,Large,1765187292
1,64,0,0,Huge,509410712
1,64,0,0,Huge,1009291011
1,64,0,0,Huge,1541841488
1,64,0,0,Huge,2091575212
1,64,0,0,Huge,2628828760
1,64,0,0,Huge,3122783041
1,128,0,1,Tiny,5219424
1,128,0,1,Tiny,4939255
1,128,0,1,Tiny,4321654
1,128,0,1,Tiny,4287318
1,128,0,1,Tiny,4349344
1,128,0,1,Small,34788349
1,128,0,1,Small,28698360
1,128,0,1,Small,28625124
1,128,0,1,Small,29022913
1,128,0,1,Small,28529379
1,128,0,1,Medium,90244629
1,128,0,1,Medium,74065340
1,128,0,1,Medium,80410815
1,128,0,1,Medium,70953596
1,128,0,1,Medium,66009199
1,128,0,1,Large,180012934
1,128,0,1,Large,145839952
1,128,0,1,Large,160547405
1,128,0,1,Large,128424676
1,128,0,1,Large,122147932
1,128,0,1,Huge,235186990
1,128,0,1,Huge,264002798
1,128,0,1,Huge,246012418
1,128,0,1,Huge,259861554
1,128,0,1,Huge,260069856
1,128,0,0,Tiny,5342902
1,128,0,0,Tiny,10618913
1,128,0,0,Tiny,18977017
1,128,0,0,Tiny,24023473
1,128,0,0,Tiny,28781171
1,128,0,0,Tiny,29981177
1,128,0,0,Small,30005867
1,128,0,0,Small,63073139
1,128,0,0,Small,102801810
1,128,0,0,Small,136421659
1,128,0,0,Small,212125742
1,128,0,0,Small,245506795
1,128,0,0,Medium,78961260
1,128,0,0,Medium,153576983
1,128,0,0,Medium,271724614
1,128,0,0,Medium,345301950
1,128,0,0,Medium,422358892
1,128,0,0,Large,513524735
1,128,0,0,Large,250874143
1,128,0,0,Large,402614587
1,128,0,0,Large,548092232
1,128,0,0,Large,697202690
1,128,0,0,Large,826451916
1,128,0,0,Huge,990448039
1,128,0,0,Huge,420818006
1,128,0,0,Huge,680626087
1,128,0,0,Huge,948343065
1,128,0,0,Huge,1238430574
1,128,0,0,Huge,1506800534
1,128,0,0,Huge,1776920110
1,256,0,1,Tiny,2646937
1,256,0,1,Tiny,2564675
1,256,0,1,Tiny,2640638
1,256,0,1,Tiny,2501973
1,256,0,1,Tiny,2722856
1,256,0,1,Small,15785025
1,256,0,1,Small,15607908
1,256,0,1,Small,16508252
1,256,0,1,Small,15004926
1,256,0,1,Small,15813068
1,256,0,1,Medium,34848425
1,256,0,1,Medium,58371186
1,256,0,1,Medium,59351740
1,256,0,1,Medium,36397240
1,256,0,1,Medium,34437677
1,256,0,1,Large,90216961
1,256,0,1,Large,84419595
1,256,0,1,Large,74041783
1,256,0,1,Large,72414504
1,256,0,1,Large,69012555
1,256,0,1,Huge,152613312
1,256,0,1,Huge,130594249
1,256,0,1,Huge,127147967
1,256,0,1,Huge,137305022
1,256,0,1,Huge,133443144
1,256,0,0,Tiny,2652923
1,256,0,0,Tiny,5752149
1,256,0,0,Tiny,12105161
1,256,0,0,Tiny,14610912
1,256,0,0,Tiny,17171784
1,256,0,0,Tiny,17193038
1,256,0,0,Small,16678849
1,256,0,0,Small,32589206
1,256,0,0,Small,57875919
1,256,0,0,Small,82359561
1,256,0,0,Small,126845898
1,256,0,0,Small,145484095
1,256,0,0,Medium,37463552
1,256,0,0,Medium,87184942
1,256,0,0,Medium,146696377
1,256,0,0,Medium,213980411
1,256,0,0,Medium,248651946
1,256,0,0,Large,285349005
1,256,0,0,Large,107028007
1,256,0,0,Large,176723339
1,256,0,0,Large,248096274
1,256,0,0,Large,331512611
1,256,0,0,Large,407174594
1,256,0,0,Huge,483975803
1,256,0,0,Huge,221506135
1,256,0,0,Huge,363110475
1,256,0,0,Huge,504253482
1,256,0,0,Huge,667774425
1,256,0,0,Huge,824424212
1,256,0,0,Huge,970551519
1,512,0,1,Tiny,3733805
1,512,0,1,Tiny,3482504
1,512,0,1,Tiny,3406048
1,512,0,1,Tiny,3472829
1,512,0,1,Tiny,3350918
1,512,0,1,Small,23731056
1,512,0,1,Small,19126803
1,512,0,1,Small,8945997
1,512,0,1,Small,8533283
1,512,0,1,Small,8493912
1,512,0,1,Medium,19642178
1,512,0,1,Medium,22167448
1,512,0,1,Medium,19923612
1,512,0,1,Medium,19635904
1,512,0,1,Medium,20195475
1,512,0,1,Large,48838770
1,512,0,1,Large,40969566
1,512,0,1,Large,39740963
1,512,0,1,Large,36733364
1,512,0,1,Large,35654773
1,512,0,1,Huge,68258320
1,512,0,1,Huge,69154939
1,512,0,1,Huge,72112673
1,512,0,1,Huge,89508277
1,512,0,1,Huge,69457614
1,512,0,0,Tiny,1863850
1,512,0,0,Tiny,3453518
1,512,0,0,Tiny,4936639
1,512,0,0,Tiny,6704490
1,512,0,0,Tiny,9925842
1,512,0,0,Tiny,10910959
1,512,0,0,Small,9374287
1,512,0,0,Small,18394411
1,512,0,0,Small,35839657
1,512,0,0,Small,51424306
1,512,0,0,Small,61475548
1,512,0,0,Small,68304304
1,512,0,0,Medium,19944201
1,512,0,0,Medium,40672602
1,512,0,0,Medium,85172057
1,512,0,0,Medium,107838109
1,512,0,0,Medium,152137779
1,512,0,0,Medium,176263293
1,512,0,0,Large,51202311
1,512,0,0,Large,92531662
1,512,0,0,Large,135088423
1,512,0,0,Large,176843289
1,512,0,0,Large,239648584
1,512,0,0,Large,277074535
1,512,0,0,Huge,74456808
1,512,0,0,Huge,150714962
1,512,0,0,Huge,228735613
1,512,0,0,Huge,307264893
1,512,0,0,Huge,394801102
1,1024,0,1,Tiny,2119257
1,1024,0,1,Tiny,967750
1,1024,0,1,Tiny,934513
1,1024,0,1,Tiny,925176
1,1024,0,1,Tiny,1013239
1,1024,0,1,Small,5508528
1,1024,0,1,Small,5256668
1,1024,0,1,Small,4780199
1,1024,0,1,Small,5023734
1,1024,0,1,Small,10928813
1,1024,0,1,Medium,21251125
1,1024,0,1,Medium,14652630
1,1024,0,1,Medium,10493190
1,1024,0,1,Medium,10460361
1,1024,0,1,Medium,10546621
1,1024,0,1,Large,20665635
1,1024,0,1,Large,24922149
1,1024,0,1,Large,20184898
1,1024,0,1,Large,22611102
1,1024,0,1,Large,19515542
1,1024,0,1,Huge,37528062
1,1024,0,1,Huge,36787675
1,1024,0,1,Huge,35673192
1,1024,0,1,Huge,37414627
1,1024,0,1,Huge,39328843
1,1024,0,0,Tiny,1048398
1,1024,0,0,Tiny,2202276
1,1024,0,0,Tiny,3297054
1,1024,0,0,Tiny,3742202
1,1024,0,0,Tiny,5324944
1,1024,0,0,Tiny,5939725
1,1024,0,0,Small,5026576
1,1024,0,0,Small,9705451
1,1024,0,0,Small,14172783
1,1024,0,0,Small,18425618
1,1024,0,0,Small,30585308
1,1024,0,0,Small,32739706
1,1024,0,0,Medium,11434117
1,1024,0,0,Medium,22028404
1,1024,0,0,Medium,33466225
1,1024,0,0,Medium,43432926
1,1024,0,0,Medium,66274606
1,1024,0,0,Medium,76112027
1,1024,0,0,Large,38244284
1,1024,0,0,Large,58438050
1,1024,0,0,Large,80708403
1,1024,0,0,Large,101030369
1,1024,0,0,Large,124846313
1,1024,0,0,Huge,147360361
1,1024,0,0,Huge,57655885
1,1024,0,0,Huge,94040999
1,1024,0,0,Huge,131417440
1,1024,0,0,Huge,167853691
1,1024,0,0,Huge,209974725
1,1024,0,0,Huge,243390427
1,2048,0,1,Tiny,860504
1,2048,0,1,Tiny,623989
1,2048,0,1,Tiny,710283
1,2048,0,1,Tiny,583824
1,2048,0,1,Tiny,672878
1,2048,0,1,Small,3415479
1,2048,0,1,Small,2983625
1,2048,0,1,Small,3067301
1,2048,0,1,Small,3059973
1,2048,0,1,Small,2967325
1,2048,0,1,Medium,6676196
1,2048,0,1,Medium,5399185
1,2048,0,1,Medium,5244065
1,2048,0,1,Medium,5361167
1,2048,0,1,Medium,5384984
1,2048,0,1,Large,10607915
1,2048,0,1,Large,10194924
1,2048,0,1,Large,15206375
1,2048,0,1,Large,11961946
1,2048,0,1,Large,12072093
1,2048,0,1,Huge,20725683
1,2048,0,1,Huge,20300975
1,2048,0,1,Huge,20681029
